county,station code,station name,latitude,longitude,open year
Kerry,2605,LIXNAW GARRYNAGORE,52.10417,-9.7875,1952
Kerry,1305,KILLORGLIN (VOC.SCH.),52.23333,-9.45833,1944
Kerry,1309,CASTLEISLAND (VOC.SCH.),52.27361,-9.69306,1978
Kerry,2705,TRALEE (LISDARA),52.05972,-9.49444,1958
Kerry,2710,KILLARNEY (GT.SOUTHERN HOTEL),52.29472,-9.37667,1992
Kerry,403,KNOCKNAGOSHEL (Meinleitrim),51.83333,-10.16667,1942
Kerry,703,WATERVILLE (VOC.SCH.),51.86944,-10.05,1942
Kerry,705,WATERVILLE OCTIVE NO.9,52.13333,-9.78333,1921
Kerry,405,KILLORGLIN (Callinafercy),51.97778,-9.62222,1885
Kerry,2805,GAP OF DUNLOE,52.22778,-9.46111,1959
Kerry,2810,CASTLEISLAND O.P.W.,52.29806,-9.53917,1997
Kerry,709,NORTH KERRY LANDFILL,52.32222,-9.77917,1951
Kerry,2885,ARDFERT G.S.,52.49028,-9.66972,2019
Kerry,2905,BALLYBUNION WWTP,52.05417,-9.5,1966
Kerry,2910,KILLARNEY (DROM AULINN),52.36861,-9.38861,1999
Kerry,1403,KNOCKNAGOSHEL (LOWER DERK),51.76389,-9.77778,1952
Kerry,409,LAURAGH G.S.,52.16528,-10.40556,1950
Kerry,1405,BALLYFERRITER G.S.,52.05139,-9.83472,1949
Kerry,2985,OOLAGH (Caragh River Area),52.08583,-9.92472,2019
Kerry,1411,DOOKS GOLF CLUB,52.54167,-9.475,1941
Kerry,3005,BALLYLONGFORD G.S.,52.06111,-9.56389,1967
Kerry,1409,KILLARNEY (GOLF CLUB),52.22778,-9.95,1979
Kerry,3010,CAMP (DEELIS),52.37583,-9.46944,2000
Kerry,3006,LISTOWEL (Gurtocloghane),52.16667,-9.26806,1950
Kerry,3085,BARNA,52.02222,-9.50139,2019
Kerry,3105,KILLARNEY (Muckross House),51.99722,-9.43889,1968
Kerry,3110,KILLARNEY (GORTDROMAKIERY),52.27806,-9.29861,2004
Kerry,3205,BROSNA (SCALP),52.01667,-9.49861,1968
Kerry,109,KILLARNEY (Muckross House),52.26944,-9.68889,1937
Kerry,3305,TRALEE (Clash),52.00139,-9.85694,1969
Kerry,1503,LYRANES-UPPER(CARAGH RVR.AREA),51.84167,-9.76667,1953
Kerry,1505,KENMARE (Doon),51.99444,-9.85694,1949
Kerry,1510,LYRANES (CARAGH RIVER AREA),52.30556,-9.50556,1947
Kerry,1509,LYREACRUMPANE (REENAGOWN),52.22917,-9.64861,1980
Kerry,3405,TRALEE (Lisaboula),52.05,-9.45833,1969
Kerry,3410,KILLARNEY (LISSIVIGEEN N.S.),52.44222,-9.42278,2013
Kerry,803,LISTOWEL (Bunaghara),51.86111,-10.10833,1942
Kerry,3505,WATERVILLE OCTIVE NO.10,52.07083,-9.51667,1976
Kerry,805,KILLARNEY (FARM CENTRE),52.06667,-9.63611,1941
Kerry,809,BEAUFORT G.S.,52.38889,-9.83611,1951
Kerry,3605,BALLYHEIGUE G.S.,52.20111,-9.4375,1982
Kerry,810,BAWNASKEHY CASTLEISLAND,52.45278,-9.6625,1941
Kerry,105,BALLYDUFF G.S.,52.25,-9.58333,1929
Kerry,3705,BALLYMACELLIGOT RECTORY,52.13167,-10.36056,1982
Kerry,1603,VENTRY THE BOAT SLIP,51.90139,-9.44167,1969
Kerry,1605,KILGARVAN (Gortnaboul),51.97361,-9.82917,1949
Kerry,1610,GLENVICKEE (Caragh River Area),52.25694,-9.3,1947
Kerry,1609,BROSNA (MT.EAGLE),52.31111,-9.77361,1980
Kerry,3805,ARDFERT (Liscahane),52.1,-9.78194,1982
Kerry,3905,KILLORGLIN V.S. II,52.00333,-9.90694,1983
Kerry,4005,GLENCAR (Dreenagh),52.00556,-9.77778,1983
Kerry,4105,MACGILLYCUDDY (L.EIGHTER),51.85083,-10.33056,1985
Kerry,1703,BALLINSKELLIGS THE GLEN,51.86417,-10.03056,1982
Kerry,4205,WATERVILLE OCTIVE NO.10A,52.04583,-9.85444,1986
Kerry,1705,CAPPANALEA GLENCAR,51.94306,-9.87361,1949
Kerry,1709,CLOONE LAKE (Caragh River Area),52.275,-9.69667,1982
Kerry,1710,TRALEE (OAKVIEW),52.3125,-9.27083,1947
Kerry,4306,BROSNA,52.17917,-9.28194,1966
Kerry,4305,BALLYDESMOND (TURREENGARRIVE),52.14306,-10.29444,1989
Kerry,4405,DINGLE (MILLTOWN),52.1675,-9.55,1993
Kerry,503,FARRANFORE (Knockaderry),51.875,-9.58333,1955
Kerry,903,KENMARE (VOC.SCH.),51.82361,-10.27361,1949
Kerry,303,BALLINSKELLIGS G.S.,51.85556,-9.71944,1874
Kerry,905,KENMARE (DROMORE CASTLE),52.16944,-9.69722,1941
Kerry,4505,CASTLEMAINE G.S.,51.89667,-10.24028,1995
Kerry,505,DEREEN,52.06667,-9.51111,1889
Kerry,906,KILLARNEY (ST.FINAN'S HOSP.),52.08472,-9.21111,1941
Kerry,4605,RATHMORE G.S.,52.01944,-10.13944,1996
Kerry,4611,ROADS,52.5875,-9.36111,1968
Kerry,4606,TARBERT ISLAND,52.07778,-9.24444,1969
Kerry,910,RATHMORE CONVENT,52.33333,-9.37639,1941
Kerry,509,KNOCKNAGOSHEL G.S.,52.22917,-10.17917,1950
Kerry,1805,CLOGHANE,52.05694,-9.9375,1949
Kerry,1803,GLENBEIGH G.S.,51.89333,-10.02806,1993
Kerry,4705,DERRIANA,52.0675,-9.92722,1996
Kerry,305,DOOKS,51.93806,-10.24333,1866
Kerry,1810,VALENTIA OBSERVATORY (Manual),52.39722,-9.48889,1948
Kerry,1809,LISTOWEL (RATHEA),52.31056,-10.01139,1984
Kerry,510,CASTLEGREGORY ROUGH POINT,52.35556,-9.48889,1939
Kerry,4805,LYREACRUMPANE,52.1925,-9.94111,1997
Kerry,4905,CAMP (SLIABH),52.23667,-9.37806,1998
Kerry,5005,CASTLEISLAND (Kilmurry),52.19583,-9.515,2001
Kerry,309,FARRANFORE (KILFELIM),52.22639,-9.64861,1950
Kerry,5105,TRALEE (DROUMAVALLA),52.05806,-9.93889,2005
Kerry,103,GLENBEIGH,51.76111,-10.13056,1871
Kerry,1903,DERRYNANE ABBEY,51.8825,-9.58806,1994
Kerry,1905,KENMARE,51.88333,-10.35972,1949
Kerry,5205,PORTMAGEE G.S.,51.92556,-10.3,2006
Kerry,1909,KNIGHTSTOWN,52.20361,-10.36111,1984
Kerry,1910,DINGLE (Baile na nGall),52.40278,-9.61528,1951
Kerry,5305,LIXNAW G.S.,52.07694,-9.90778,2013
Kerry,1003,GLENBEIGH (Dooks),51.90417,-9.44028,1949
Kerry,5405,KILGARVAN,51.97472,-9.30667,2018
Kerry,203,CLONKEEN (Upper Coomacullin),51.87222,-9.56111,1916
Kerry,1005,KENMARE (Sheen Falls),52.17222,-9.55,1941
Kerry,1010,FARRANFORE G.S.,52.43889,-9.44722,1941
Kerry,1009,LISTOWEL (TRANS.STN.),52.25278,-9.69444,1957
Kerry,2003,TRALEE (CAHERWEESHEEN),51.86194,-9.75306,1999
Kerry,2005,BLACKWATER FISHERY,52.20972,-9.34861,1950
Kerry,2010,CASTLEISLAND (Glountaine),52.46944,-9.53611,1955
Kerry,2009,LISTOWEL (INCH),52.37222,-9.81389,1985
Kerry,205,ARDFERT BALLYMACQUINN,52.08333,-9.7,1956
Kerry,209,KILLARNEY (The Reeks),52.22083,-9.90417,1941
Kerry,6006,CAMP G.S.,52.18139,-9.24417,1985
Kerry,2103,BALLYDESMOND,51.833183,-10.173195,1900
Kerry,2105,WATERVILLE (IVERAGH LODGE),52.18889,-9.39306,1950
Kerry,2109,FARRANFORE (SCARTAGLIN),52.2025,-9.93639,1993
Kerry,2110,CAMP (GLANNAGALT),52.32778,-9.50278,1964
Kerry,6385,LYREACRUMPANE (CARRIGCANNON),51.94444,-9.875,2020
Kerry,1103,Cloone_Lake,51.83889,-9.90278,1949
Kerry,6685,SNEEM,52.135,-10.27194,2020
Kerry,1105,Dingle_WWTP,52.03611,-9.49167,1941
Kerry,6785,KILLARNEY (Muckross For.Stn.),52.23,-9.47194,2020
Kerry,1109,Castleisland_WWTP,52.27361,-9.7125,1969
Kerry,1110,TRALEE (ST.JOHN'S SCH.),52.44722,-9.48611,1941
Kerry,603,LISTOWEL G.S.,51.76944,-9.78056,1878
Kerry,2205,KENMARE (DERREEN),52.14306,-9.40278,1950
Kerry,7111,FARRANFORE (CLOUNLEA),52.571,-9.385,2021
Kerry,2210,TARBERT-Kilpadogue,52.45139,-9.4875,1974
Kerry,2209,LISTOWEL (ST.MICHAEL'S COLL.),52.24222,-9.73306,1996
Kerry,605,BLENNERVILLE (CURRAGRAIGUE),52.01389,-9.5,1924
Kerry,610,KILLARNEY (B.V.M.PARK),52.34444,-9.68611,1941
Kerry,609,ABBEYDORNEY G.S.,52.27778,-9.86528,1951
Kerry,2276,FENIT G.S.,51.934074,-10.216836,
Kerry,2275,Beentee Mtn,51.93833,-10.24083,2010
Kerry,2305,VALENTIA OBSERVATORY,52.26944,-9.55,1950
Kerry,8605,TRALEE (BALLYDWYER),51.99306,-9.525,1966
Kerry,2310,M.TORC MANGERTON NO.2A,52.4375,-9.45556,1979
Kerry,8705,LISTOWEL (GROGEEN),52.01528,-9.42778,1968
Kerry,8805,M.KILLARNEY (DROMDIRALOUGH),51.99306,-9.5,1966
Kerry,8905,M.TORC MANGERTON NO.7,52.00417,-9.95,1949
Kerry,9005,M.BEENREAGH MTN.,51.94306,-9.81111,1949
Kerry,9105,M.BALLAGHBEAMA GAP,51.94722,-9.93333,1949
Kerry,9103,M.BALLAGHISHEEN GAP,51.88056,-10.01944,1942
Kerry,9205,M.CUMMERAGH NO.1,52.04722,-9.84167,1949
Kerry,9203,M.OOLAGH MTN.,51.87639,-9.98333,1942
Kerry,9305,M.CUMMERAGH NO.2,51.99028,-9.51528,1942
Kerry,9303,M.TORC MANGERTON NO.1,51.86944,-9.97361,1942
Kerry,9405,M.CUMMERAGH NO.3,51.99444,-9.52222,1942
Kerry,9403,M.TORC MANGERTON NO.2,51.85972,-10.00278,1942
Kerry,9406,M.CUMMERAGH NO.4,52.09194,-9.29833,2015
Kerry,9505,RATHMORE_Bounard,51.97778,-9.48611,1942
Kerry,9503,M.TORC MANGERTON NO.4,51.85278,-10.05833,1942
Kerry,1205,M.CUMMERAGH NO.5,52.23333,-9.35556,1944
Kerry,9603,CASTLEISLAND (Coom),51.91111,-9.98472,1942
Kerry,9605,M.CUMMERAGH NO.6,51.98889,-9.47917,1942
Kerry,9703,M.TORC MANGERTON NO.4A,51.90694,-9.94028,1942
Kerry,9705,M.CUMMERAGH NO.7,51.98611,-9.46111,1942
Kerry,2405,M.TORC MANGERTON NO.5,52.1375,-10.26944,1950
Kerry,1210,DINGLE G.S.,52.5,-9.36944,1941
Kerry,1209,MOYVANE G.S.,52.26667,-9.71111,1975
Kerry,9803,TRALEE U.D.C.,51.85556,-10.10972,1942
Kerry,9805,M.CUMMERAGH NO.8,51.96667,-9.51944,1942
Kerry,9903,M.TORC MANGERTON NO.6,51.90111,-9.99556,1977
Kerry,9905,M.CUMMERAGH NO.7A,51.97361,-9.49167,1942
Kildare,9923,M.TORC MANGERTON NO.3,53.20556,-6.57806,2013
Kildare,10023,Eadestown-Carters_Hill,53.35806,-6.55083,2015
Kildare,2514,CELBRIDGE_Moortown,53.30556,-6.93333,1945
Kildare,2814,LULLYMORE (BORD NA MONA),53.14167,-7.06389,1946
Kildare,714,MONASTEREVAN G.S.,53.15833,-6.90556,1939
Kildare,2914,KILDARE (ST.BRIGID'S DEANERY),53.22222,-6.99722,1946
Kildare,414,RATHANGAN G.S.,53.17917,-7.10417,1951
Kildare,3323,MONASTEREVAN (DERRYLEA),53.11944,-6.58889,1937
Kildare,423,POULAPHUCA (GEN.STN.),53.29167,-6.68333,1937
Kildare,3331,CLANE,53.30722,-6.81944,1955
Kildare,3414,TIMAHOE SOUTH,53.28889,-6.87778,1949
Kildare,3514,ALLENWOOD (GEN.STN.),53.04583,-7.01111,1950
Kildare,3523,KILBERRY,53.40278,-6.67222,1942
Kildare,3623,KILCOCK G.S.,53.19722,-6.66944,1943
Kildare,3714,NAAS (TRANS.STN.),53.15556,-6.90972,1951
Kildare,3823,KILDARE G.S.,53.125,-6.60556,1944
Kildare,3914,BALLYMORE EUSTACE D.C.W.W.,53.24028,-7.01111,1955
Kildare,4014,RATHANGAN (BALLYDERMOT),52.99861,-7.00278,1958
Kildare,4314,ATHY (CLOSEBURN),53.28194,-6.95833,1963
Kildare,4423,LULLYMORE (AGR.RES.STN.),53.34306,-6.54028,1949
Kildare,4523,CELBRIDGE G.S.,53.24583,-6.59167,1949
Kildare,4723,KILL G.S.,53.12778,-6.74722,1949
Kildare,1814,KILCULLEN G.S.,52.98611,-6.97778,1943
Kildare,4923,ATHY (VOC.SCH.),53.18056,-6.79444,1949
Kildare,5014,NEWBRIDGE G.S.,52.98889,-6.99444,1981
Kildare,5114,ATHY (THE MALTINGS),52.99722,-6.98611,1981
Kildare,5223,ATHY (ST.JOSEPH'S TERRACE),53.29306,-6.68472,1952
Kildare,1914,CLANE G.S.,53.00833,-6.80833,1944
Kildare,523,BALLYTORE G.S.,53.30833,-6.625,1883
Kildare,5323,STRAFFAN HSE.,53.21806,-6.65833,1955
Kildare,5414,NAAS (C.B.S.),52.93472,-6.89194,1983
Kildare,5423,CASTLEDERMOT KILKEA HOUSE,53.12639,-6.70139,1957
Kildare,5614,BRANNOCKSTOWN (SALLYMOUNT),53.16694,-6.83611,1984
Kildare,531,CURRAGH RACECOURSE,53.36389,-6.83056,1950
Kildare,2014,TIMAHOE NORTH,52.90833,-6.84722,1944
Kildare,5814,CASTLEDERMOT G.S.,53.23944,-7.015,1985
Kildare,114,RATHANGAN BALLYDERMOT II,52.98333,-6.98333,1929
Kildare,6414,ATHY (Cromaboo Bridge),52.98472,-6.975,1993
Kildare,6714,ATHY (CHANTERLANDS),53.03278,-6.99722,1999
Kildare,7014,KILBERRY II,52.93694,-6.945,2003
Kildare,7114,ATHY (Levitstown),52.98861,-6.84306,2003
Kildare,7214,MOONE (STERRICK HALL),53.27889,-6.94222,2010
Kildare,7385,Lullymore_Nature_Centre,53.169117,-6.848828,2021
Kildare,7514,CURRAGH_RACECOURSE,53.12639,-7.05917,1898
Kildare,7723,MONASTEREVIN (MOORE ABBEY GARDEN,53.18056,-6.64167,1973
Kildare,8123,NAAS (GOWRAN GRANGE),53.32,-6.58528,1981
Kildare,8323,CELBRIDGE (ARDRASS HOUSE),53.38472,-6.60111,1983
Kildare,614,MAYNOOTH,52.97778,-6.82778,1935
Kildare,8423,ATHY (MOONE),53.22361,-6.69333,1985
Kildare,8523,NAAS (OSBERSTOWN),53.18806,-6.78417,1985
Kildare,8823,NEWBRIDGE (OLD CONNELL HOUSE),53.28528,-6.62444,1996
Kildare,8923,STRAFFAN (TURNINGS),53.19722,-6.70639,1996
Kildare,2323,NAAS (NEWLAND NORTH),53.31111,-6.68333,1904
Kildare,9323,CLONGOWES WOOD COLL.,53.24833,-6.64583,1999
Kilkenny,2513,SALLINS (KERDIFFSTOWN),52.54444,-7.11389,1946
Kilkenny,2613,THOMASTOWN (KILMURRY HSE.),52.48472,-7.05139,1946
Kilkenny,1285,INISTIOGE G.S.,52.525,-7.19056,2018
Kilkenny,1313,THOMASTOWN (Mt Juliet),52.6625,-7.26111,1945
Kilkenny,2713,KILKENNY (CO.HOSP.),52.45972,-7.32917,1946
Kilkenny,2813,KILMOGANNY G.S.,52.40833,-7.07639,1946
Kilkenny,713,TULLOGHER G.S.,52.80278,-7.20278,1908
Kilkenny,2913,CASTLECOMER HSE.,52.46667,-7.20139,1946
Kilkenny,413,BALLYHALE G.S.,52.6,-7.30278,1944
Kilkenny,3013,CUFFESGRANGE G.S.,52.74583,-7.55278,1950
Kilkenny,3113,JOHNSTOWN G.S.,52.83889,-7.16806,1950
Kilkenny,1512,RAILYARD G.S.,52.35556,-7.31111,1876
Kilkenny,3613,PILTOWN (KILDALTON ABBEY),52.66528,-7.26944,1957
Kilkenny,812,KILKENNY,52.38056,-7.29722,1943
Kilkenny,3813,TEMPLEORUM G.S.,52.63611,-7.19722,1962
Kilkenny,3913,FRESHFORD (ST.JOSEPH,52.77917,-7.11944,1970
Kilkenny,4013,KILKENNY (Lavistown House),52.78333,-7.11667,1975
Kilkenny,4113,COON (HILL VIEW HSE.),52.53417,-7.42139,1978
Kilkenny,4212,COON,52.36389,-7.17222,1946
Kilkenny,4312,CALLAN (Moonarche),52.30278,-7.16389,1950
Kilkenny,4313,MULLINAVAT G.S.,52.54111,-7.38972,1984
Kilkenny,4413,KILMACOW G.S.,52.67056,-7.50833,1984
Kilkenny,4513,CALLAN (GREEN STREET),52.63722,-7.19833,1984
Kilkenny,914,TULLAROAN (Ballybeagh),52.33611,-7.00694,1946
Kilkenny,4714,KILKENNY (Lavistown House) II,52.6625,-7.025,1966
Kilkenny,4813,GLENMORE (RAILWAY STN),52.53,-7.35,1990
Kilkenny,513,PAULSTOWN CASTLE,52.66111,-7.43889,1944
Kilkenny,4913,CALLAN (Mallardstown),52.52222,-7.19167,1990
Kilkenny,5013,TULLAROAN G.S.,52.58833,-7.11889,1993
Kilkenny,5212,THOMASTOWN (Mt. Juliet),52.31667,-7.25556,1960
Kilkenny,5214,DUNGARVAN (Castlefield),52.70889,-7.11861,1982
Kilkenny,1913,MOONCOIN (SILVERSPRING),52.72222,-7.58056,1946
Kilkenny,5413,COOLGREANY CASTLEWARREN,52.69639,-7.22028,2001
Kilkenny,5514,URLINGFORD G.S.,52.68833,-7.01833,1984
Kilkenny,5613,KILKENNY (CRAMER'S GROVE),52.66139,-7.25417,2010
Kilkenny,5713,PAULSTOWN (Shankill Castle),52.65061,-7.249287,1900
Kilkenny,2013,KILKENNY (Greenshill),52.78889,-7.33056,1946
Kilkenny,5912,KILKENNY CASTLE,52.35139,-7.3,1971
Kilkenny,2113,BALLYRAGGET G.S.,52.74167,-7.25278,1946
Kilkenny,6514,PILTOWN (KILDALTON AGR.COLL.),52.62778,-7.07,1994
Kilkenny,6814,CORBETSTOWN G.S.,52.50944,-6.93972,2001
Kilkenny,6912,GOWRAN,52.36278,-7.15583,1984
Kilkenny,1114,GRAIGUENAMANAGH-Ballyogan_House,52.33056,-7.01389,1954
Kilkenny,1113,MULLINAVAT (Glendonnell),52.78333,-7.11667,1944
Kilkenny,2213,GLENMORE (RATHINURE),52.59028,-7.18333,1946
Kilkenny,7614,COON (VOC.SCH.),52.65083,-6.99194,1900
Kilkenny,7912,BENNETTSBRIDGE G.S.,52.30222,-7.28056,1993
Kilkenny,2314,BARRAGHCORE HOUSE (GORESBRIDGE),52.68889,-7.10556,1944
Kilkenny,2313,MOONCOIN (CLONMORE),52.54167,-7.38472,1946
Kilkenny,2312,CASTLEWARREN (NAT.SCH.),52.29167,-7.25278,1939
Kilkenny,1185,CALLAN (ST.AUGUSTINE ST.),52.35222,-7.31306,2018
Kilkenny,9612,MOONCOIN (VOC.SCH.),52.37889,-7.22917,2015
Kilkenny,2413,PILTOWN (Agr Coll),52.53611,-7.22778,1946
Kilkenny,9813,MULLINAVAT_Garrygaug,52.53194,-7.02222,1995
Kilkenny,1213,STONEYFORD G.S.,52.65556,-7.26111,1944
Laois,2614,M.THOMASTOWN FOREST,53.025,-7.29861,1946
Laois,1314,KILKENNY G.S.,53.16111,-7.1875,1960
Laois,1413,PORTLAOISE ESB TRAINING CENTRE,52.93889,-7.62778,1946
Laois,3014,PORTARLINGTON (VOC.SCH.),53.01667,-7.15,1946
Laois,3222,BORRIS IN OSSORY G.S.,53.14194,-7.52667,1985
Laois,1485,STRADBALLY G.S.,53.04,-7.305,2018
Laois,3313,CLONASLEE WATERWORKS II,52.91111,-7.34861,1951
Laois,1513,PORTLAOISE WWTP,52.9,-7.10833,1946
Laois,3413,ABBEYLEIX G.S.,52.88194,-7.44583,1951
Laois,3513,WOLFHILL G.S.,52.99306,-7.70417,1953
Laois,3713,BALLACOLLA G.S.,53.05556,-7.42778,1958
Laois,814,SLIEVE BLOOM MTNS.(Nealstown),53.11111,-7.32778,1941
Laois,3814,BALLYFIN (PATRICIAN COLL.),53.15972,-7.18889,1951
Laois,1613,MOUNTMELLICK (ANNGROVE),52.88333,-7.29444,1946
Laois,4213,PORTARLINGTON G.S.,52.81528,-7.49167,1981
Laois,1713,BALLINAKILL (SALESIAN COLL.),52.84444,-7.39444,1946
Laois,4414,PARKNAHOWN CULLAHILL,53.11111,-7.13889,1964
Laois,4614,DURROW G.S.,53.00278,-7.32083,1966
Laois,913,BALLYBRITTAS,53.06944,-7.56111,1914
Laois,4713,PORTLAOISE (Coolnamona),52.91194,-7.34917,1985
Laois,113,MOUNTRATH (BAUNREAGH FOR.),52.91667,-7.33333,1938
Laois,1813,ABBEYLEIX,52.85278,-7.58056,1946
Laois,4914,ABBEYLEIX (Laburnum Lodge),53.10417,-7.19167,1974
Laois,5113,RATHDOWNEY G.S.,52.88833,-7.25278,1994
Laois,5213,EMO COURT,52.91278,-7.47611,1996
Laois,5313,AUGHNACROSS,52.925,-7.32694,2000
Laois,522,BALLACOLLA (FARREN HOUSE),53.14722,-7.525,1943
Laois,5513,BALLYROAN (Oatlands),52.84472,-7.38833,2010
Laois,213,CLONASLEE W.W.,52.85,-7.58333,1939
Laois,7485,DURROW,52.99281,-7.7042394,2021
Laois,8385,RATHDOWNEY (Voc.Sch.),52.84794,-7.3740187,2021
Laois,613,NEALSTOWN,52.93056,-7.28333,1874
Laois,9913,DURROW_Castlewood,53.06944,-7.56389,1973
Laois,9922,ABBEYLEIX (BLANDSFORT),53.09167,-7.55833,1943
Leitrim,9929,M.MOUNTRATH(BAUNREAGH FOR.),54.09167,-7.97083,1970
Leitrim,1237,M.SLIEVE BLOOM MTNS.(THE CUT),53.975,-7.64722,1942
Leitrim,2540,M.SLIEVE ANIERIN,54.40083,-8.10306,1984
Leitrim,1240,CARRIGALLEN G.S.,54.35833,-8.03611,1951
Leitrim,1340,ROSSINVER,54.44583,-8.2875,1951
Leitrim,729,KILTYCLOGHER,53.99028,-8.06389,1951
Leitrim,3129,KINLOUGH G.S.,53.94444,-7.78611,1944
Leitrim,3140,LEITRIM G.S.,54.39306,-8.12028,1997
Leitrim,1436,CLOONE G.S.,54.30556,-8.17778,1942
Leitrim,3229,ROSSINVER ORGANIC CENTRE,53.91667,-7.85556,1944
Leitrim,3240,MANORHAMILTON G.S.,54.45083,-8.26417,1999
Leitrim,236,MOHILL (TRANS.STN.),54.23056,-8.20833,1942
Leitrim,3336,KINLOUGH (EDENVILLE),54.33472,-8.35417,1993
Leitrim,3337,KILLARGUE G.S.,54.06944,-7.775,1963
Leitrim,1537,LOUGH GLENCAR,54.28889,-7.98611,1942
Leitrim,3737,BALLINAMORE,54.04306,-7.83889,1968
Leitrim,3837,GLENFARNE G.S.,54.01667,-7.83333,1971
Leitrim,3929,BALLINAMORE (Creevy),54.16944,-8.14444,1944
Leitrim,3937,FENAGH (FOXFIELD N.S.),54.08472,-7.86944,1971
Leitrim,1637,DRUMKEERAN (VOC.SCH.),54.01806,-7.94167,1942
Leitrim,1729,AUGHNASHEELAN (Miskawn),54.06111,-8.06111,1893
Leitrim,1829,KESHCARRIGAN G.S.,53.825,-7.91944,1894
Leitrim,1837,DRUMSHANBO,54.05278,-7.79444,1944
Leitrim,5385,DROMOD (Ruskey),54.05833,-7.80417,2019
Leitrim,1936,BALLINAMORE (MARYVILLE),54.23194,-8.29722,1960
Leitrim,529,BALLINAMORE,53.95,-8.08333,1935
Leitrim,5629,DROMAHAIR (Market St.),53.96889,-7.76111,1984
Leitrim,5937,CARRICK-ON-SHANNON (MONASTERY),54.04944,-7.83806,2006
Leitrim,536,CLOONE(AUGHNAGLACE HOUSE),54.23333,-8.30833,1944
Leitrim,6137,BALLINAMORE (CREEVY NO.2),54.05194,-7.82639,2009
Leitrim,6229,DROMAHAIR,54.16944,-8.13611,1987
Leitrim,6237,BALLINAMORE-Tullyoscar,53.98528,-7.65778,2010
Leitrim,2137,DRUMKEERAN VOCATIONAL SCHOOL II,54.09444,-7.88333,1944
Leitrim,7029,CARRIGALLEN (Calloughs),53.9325,-7.89361,1999
Leitrim,2236,BENBRACK MTN. (POTTORE),54.30694,-8.18194,1981
Leitrim,1129,MOHILL (DRUMCOLLIGAN),53.86389,-7.81667,1944
Limerick,2511,MANORHAMILTON (Amorset),52.35556,-8.46389,1943
Limerick,2611,FARNAUGHT G.S.,52.65972,-8.63333,1944
Limerick,2610,KILFINANE G.S.,52.46806,-9.24806,1985
Limerick,1310,LIMERICK (O'CURRY ST.)G.S.,52.36667,-9.14444,1943
Limerick,1311,ATHEA (Templeathea),52.41944,-8.88611,1938
Limerick,2811,TOURNAFULLA G.S.,52.56389,-8.79028,1951
Limerick,711,KILMEEDY (HEATHFIELD),52.33333,-8.9,1943
Limerick,710,ADARE G.S.,52.45833,-9.28889,1941
Limerick,410,DRUMCOLLOGHER G.S.,52.39722,-9.24444,1917
Limerick,2911,ATHEA G.S.,52.6,-8.96944,1951
Limerick,411,ABBEYFEALE (SPRINGMOUNT),52.45556,-8.41944,1917
Limerick,1410,ASKEATON G.S.,52.38333,-9.3,1947
Limerick,3011,KNOCKLONG (KILFRUSH),52.57222,-9.1,1951
Limerick,3019,ABBEYFEALE (ST.ITA'S COLL.),52.61389,-8.33889,1943
Limerick,1419,SHANAGOLDEN G.S.,52.66111,-8.38889,1956
Limerick,3111,CAPPAMORE G.S.,52.59167,-8.46944,1951
Limerick,3119,GLENSTAL PRIORY,52.53056,-8.25833,1943
Limerick,3212,CAHERCONLISH G.S.,52.4,-8.29722,1943
Limerick,3211,OOLA G.S.,52.52083,-8.7125,1951
Limerick,3285,GALBALLY G.S.,52.3525,-8.95361,2019
Limerick,3310,CROOM (VOC.SCH.),52.35194,-9.28361,2010
Limerick,110,SPRINGFIELD CASTLE,52.38333,-9.28333,1936
Limerick,3485,ABBEYFEALE (Caherlane),52.70194,-8.52861,2019
Limerick,811,ABBEYFEALE (Presbytery),52.54444,-8.59722,1943
Limerick,3711,CLAREVILLE WTP,52.47833,-8.54389,1952
Limerick,3811,FEDAMORE G.S.,52.41528,-8.91667,1952
Limerick,4111,BRUFF,52.46944,-8.43056,1957
Limerick,4211,KILMEEDY G.S.,52.57222,-9.09722,1960
Limerick,4311,HOSPITAL (VOC.SCH.),52.50972,-8.53056,1961
Limerick,4319,SHANAGOLDEN (VOC.SCH.),52.64861,-8.39722,1951
Limerick,4411,KILMALLOCK (L.GUR),52.65833,-8.62222,1962
Limerick,4419,MURROE G.S.,52.56806,-8.33611,1951
Limerick,4511,LIMERICK (SEXTON ST.)C.B.S.,52.525,-8.44583,1964
Limerick,4711,PALLAS G.S.,52.6,-8.97778,1973
Limerick,1811,HERBERTSTOWN (AGR.RES.STN.),52.59722,-8.70833,1943
Limerick,511,ASKEATON(CLOONREASK) G.S.,52.65556,-8.63333,1926
Limerick,4811,PATRICKSWELL G.S.,52.595,-8.67278,1981
Limerick,4911,LIMERICK (THE CRESCENT),52.42889,-9.0075,1982
Limerick,5011,PATRICKSWELL (Dooneen),52.64583,-8.59444,1984
Limerick,5111,CASTLEMAHON W.W.,52.47972,-8.91194,1984
Limerick,310,LIMERICK (OLD CORK ROAD),52.43889,-9.18611,1948
Limerick,1911,RATHKEALE (Duxton),52.525,-8.93889,1943
Limerick,311,SUGAR HILL,52.6,-9.1,1918
Limerick,5306,RATHKEALE G.S.,52.32972,-8.56917,1984
Limerick,5411,FOYNES (VOC.SCH.),52.35972,-8.47028,1987
Limerick,1011,MOUNT RUSSELL,52.66111,-8.61944,1895
